Times CreateTxGen,Times VerifyTx,Times TxResponse
0.006699085235595703,"0.001459360122680664,0.0013475418090820312","0.006686210632324219,0.007199287414550781"
0.007792949676513672,0.00139617919921875,0.006481647491455078
0.006685733795166016,"0.0011646747589111328,0.0025818347930908203","0.006632089614868164,0.0065686702728271484"
0.006864309310913086,"0.0012912750244140625,0.0014657974243164062","0.014850854873657227,0.006728172302246094"
0.006597757339477539,"0.002974987030029297,0.002469778060913086","0.014909744262695312,0.015518665313720703"
0.006641864776611328,"0.0012962818145751953,0.0012717247009277344","0.006716728210449219,0.006517887115478516"
0.015190839767456055,"0.0015711784362792969,0.0012364387512207031","0.006546735763549805,0.014962434768676758"
0.006649494171142578,"0.0011703968048095703,0.001232147216796875","0.006639242172241211,0.006640911102294922"
0.006615161895751953,"0.0013871192932128906,0.0012388229370117188","0.006585359573364258,0.00681304931640625"
0.006720781326293945,"0.0014183521270751953,0.0011451244354248047","0.015002727508544922,0.006860494613647461"
0.0065805912017822266,"0.0014371871948242188,0.0012133121490478516","0.006482362747192383,0.006731510162353516"
0.006587028503417969,"0.0014531612396240234,0.002821207046508789","0.006805896759033203,0.0066280364990234375"
0.0126800537109375,"0.0013561248779296875,0.002827167510986328","0.006576061248779297,0.006520271301269531"
0.006831645965576172,"0.0014052391052246094,0.0012700557708740234","0.00655817985534668,0.006706953048706055"
0.007630109786987305,0.002760648727416992,0.01490163803100586
0.01607227325439453,"0.0014455318450927734,0.0013501644134521484","0.0065801143646240234,0.011238574981689453"
0.006654977798461914,0.0011806488037109375,0.007093191146850586
0.00675511360168457,0.0015025138854980469,0.009153604507446289
0.015136003494262695,0.0014431476593017578,0.0065877437591552734
0.006720066070556641,0.0012695789337158203,0.0069293975830078125
0.006675004959106445,"0.0013570785522460938,0.001440286636352539","0.007207393646240234,0.006630659103393555"
0.008107185363769531,"0.0029566287994384766,0.0012450218200683594","0.006628513336181641,0.009399175643920898"
0.0073244571685791016,"0.002687692642211914,0.0015511512756347656","0.006585597991943359,0.007000923156738281"
0.007820367813110352,"0.0011725425720214844,0.001336812973022461","0.007253885269165039,0.007347583770751953"
0.012307405471801758,"0.0023453235626220703,0.0014014244079589844","0.006551504135131836,0.014875650405883789"
0.0066225528717041016,"0.001386880874633789,0.002869844436645508","0.0068340301513671875,0.015018224716186523"
0.006631374359130859,"0.0012743473052978516,0.002714872360229492","0.006548881530761719,0.006617546081542969"
0.015043258666992188,0.0014111995697021484,0.006769418716430664
0.006718635559082031,"0.0011737346649169922,0.0011515617370605469","0.0064830780029296875,0.006643772125244141"
0.014801979064941406,"0.0024166107177734375,0.0012526512145996094","0.015021085739135742,0.006687164306640625"
0.006636381149291992,"0.0014660358428955078,0.0025949478149414062","0.006814002990722656,0.006516218185424805"
0.006659269332885742,0.0013740062713623047,0.0065004825592041016
0.006692647933959961,"0.0011985301971435547,0.0013489723205566406","0.006516695022583008,0.006662130355834961"
0.006866931915283203,,
0.006681680679321289,"0.0012204647064208984,0.0012476444244384766","0.0065746307373046875,0.006593227386474609"
0.006756782531738281,"0.0013208389282226562,0.002760171890258789","0.015039443969726562,0.014890909194946289"
0.006715297698974609,"0.00127410888671875,0.0026464462280273438","0.006621360778808594,0.0066072940826416016"
0.015008211135864258,"0.002641916275024414,0.0013611316680908203","0.006550312042236328,0.014791727066040039"
0.006578683853149414,"0.002759218215942383,0.0013458728790283203","0.014972448348999023,0.015104532241821289"
0.006719827651977539,0.0014488697052001953,0.014884471893310547
0.006613969802856445,0.0012786388397216797,0.006751298904418945
0.012645721435546875,0.0013785362243652344,0.006760835647583008
0.014904499053955078,"0.0026438236236572266,0.002702951431274414","0.014780282974243164,0.014932394027709961"
0.015184402465820312,"0.0027780532836914062,0.002834796905517578","0.014943122863769531,0.015165090560913086"
0.015124320983886719,"0.0028228759765625,0.0026161670684814453","0.014923810958862305,0.015035867691040039"
0.017200946807861328,"0.002682924270629883,0.002833843231201172","0.01481318473815918,0.01495361328125"
0.015185832977294922,0.0027353763580322266,0.014922142028808594
0.015653371810913086,0.002719402313232422,0.015226125717163086
0.015038490295410156,0.0027701854705810547,0.015062570571899414
0.015077590942382812,"0.0027189254760742188,0.0028581619262695312","0.014917612075805664,0.014986753463745117"
0.013671398162841797,"0.002521038055419922,0.0025773048400878906","0.014880180358886719,0.014987707138061523"
0.015106916427612305,"0.0026330947875976562,0.0028166770935058594","0.015077352523803711,0.015003204345703125"
0.006688833236694336,"0.0013303756713867188,0.0024619102478027344","0.014897584915161133,0.014754056930541992"
0.015060663223266602,"0.002916574478149414,0.0026464462280273438","0.015108346939086914,0.014964580535888672"
0.014869213104248047,0.002989053726196289,0.01496124267578125
0.014977216720581055,"0.0027551651000976562,0.002838611602783203","0.01482844352722168,0.013188600540161133"
0.01516866683959961,0.0029265880584716797,0.015130281448364258
0.01708984375,0.0027489662170410156,0.015223026275634766
0.01507425308227539,,
0.015068769454956055,"0.002872467041015625,0.002892732620239258","0.01483607292175293,0.014868497848510742"
0.01499795913696289,0.0023953914642333984,0.015043258666992188
0.015088081359863281,"0.0028357505798339844,0.0028581619262695312","0.014819622039794922,0.006617307662963867"
0.015160083770751953,0.0021889209747314453,0.014452457427978516
0.014904260635375977,"0.0028934478759765625,0.002637147903442383","0.014855146408081055,0.015022516250610352"
0.015025854110717773,"0.002841472625732422,0.002630472183227539","0.014793157577514648,0.01460123062133789"
