Times CreateTxGen,Times VerifyTx,Times TxResponse
0.012230634689331055,,
0.015266656875610352,0.0015115737915039062,0.007024526596069336
0.0067327022552490234,0.0013568401336669922,0.006797075271606445
0.006967306137084961,,
0.0066928863525390625,0.0013637542724609375,0.015082120895385742
0.006707191467285156,0.0013875961303710938,0.006555080413818359
0.006824970245361328,0.0014104843139648438,0.006501913070678711
0.006902217864990234,0.0014123916625976562,0.011208772659301758
0.006572723388671875,0.0013575553894042969,0.006718158721923828
0.0066411495208740234,0.0012738704681396484,0.0065495967864990234
0.014959335327148438,,
0.015129327774047852,0.0029020309448242188,0.00655817985534668
0.006651401519775391,0.001390695571899414,0.0065288543701171875
0.006678104400634766,0.0013647079467773438,0.006777763366699219
0.006579399108886719,0.0014781951904296875,0.00654911994934082
0.014991998672485352,0.002505779266357422,0.006601095199584961
0.015710115432739258,0.0021746158599853516,0.006552457809448242
0.015143156051635742,0.0014309883117675781,0.006688833236694336
0.006577014923095703,0.0014514923095703125,0.006602048873901367
0.006691455841064453,0.001291513442993164,0.006554365158081055
0.006806612014770508,0.0013256072998046875,0.006734371185302734
0.006670951843261719,0.0014770030975341797,0.013917922973632812
0.006717681884765625,0.0014324188232421875,0.006767988204956055
0.0067081451416015625,0.0014445781707763672,0.006608247756958008
0.0066983699798583984,0.001280069351196289,0.006499528884887695
0.006621122360229492,0.001283407211303711,0.006520748138427734
0.006739616394042969,0.0012884140014648438,0.00655817985534668
0.006742238998413086,0.0013909339904785156,0.006627082824707031
0.0067865848541259766,0.0020270347595214844,0.014351606369018555
0.0067598819732666016,,
0.006711006164550781,0.0028319358825683594,0.006470680236816406
0.013039827346801758,0.0014562606811523438,0.0065157413482666016
0.006828784942626953,0.0015752315521240234,0.006623983383178711
0.006981849670410156,0.001375436782836914,0.014717578887939453
0.006737470626831055,0.0012900829315185547,0.0068817138671875
0.006613492965698242,0.001306772232055664,0.014889001846313477
0.006655216217041016,0.001293182373046875,0.00653076171875
0.0066831111907958984,0.0012853145599365234,0.0065708160400390625
0.006827831268310547,0.0033597946166992188,0.014823436737060547
0.006680727005004883,0.0013837814331054688,0.0065119266510009766
0.015534400939941406,0.0014333724975585938,0.0069124698638916016
0.006639003753662109,0.0027894973754882812,0.006517887115478516
0.013284683227539062,0.0014300346374511719,0.0065691471099853516
0.006754398345947266,0.0012831687927246094,0.006636142730712891
0.0066869258880615234,0.001363992691040039,0.006636857986450195
0.006757020950317383,0.0013332366943359375,0.019047021865844727
0.006788492202758789,0.001458883285522461,0.014894723892211914
0.006655454635620117,,
0.007043600082397461,0.001260995864868164,0.006517887115478516
0.006621122360229492,,
0.015407085418701172,0.0014657974243164062,0.006532192230224609
0.0066721439361572266,0.0012900829315185547,0.006897449493408203
0.006675243377685547,0.0014452934265136719,0.014756917953491211
0.006669044494628906,0.0012221336364746094,0.015184402465820312
0.006879568099975586,,
0.0068967342376708984,0.0012989044189453125,0.0065822601318359375
0.015005826950073242,,
0.015032529830932617,0.00289154052734375,0.0065212249755859375
0.008842229843139648,0.0012505054473876953,0.015043973922729492
0.0066416263580322266,0.002911090850830078,0.014963865280151367
0.011383771896362305,,
0.014871597290039062,0.0013737678527832031,0.006490230560302734
0.0067119598388671875,0.0011708736419677734,0.006504058837890625
0.006625652313232422,,
0.007004261016845703,0.001323699951171875,0.01475214958190918
0.006718635559082031,0.0014801025390625,0.0065996646881103516
0.00683283805847168,0.0013966560363769531,0.006617546081542969
0.006571054458618164,0.0014586448669433594,0.006591320037841797
0.006621360778808594,,
0.006639719009399414,0.0013821125030517578,0.006517887115478516
0.0069332122802734375,0.001180410385131836,0.014568090438842773
0.006677150726318359,0.001191854476928711,0.006695270538330078
0.006739616394042969,0.0012898445129394531,0.014943838119506836
0.006666421890258789,0.0014455318450927734,0.014817953109741211
0.015116214752197266,0.0014495849609375,0.0067522525787353516
0.006703615188598633,0.0014712810516357422,0.006583452224731445
0.006608486175537109,0.0013408660888671875,0.006840229034423828
0.006812095642089844,0.001363992691040039,0.00662684440612793
0.006746530532836914,0.0013196468353271484,0.014796257019042969
0.006689548492431641,0.001277923583984375,0.0066204071044921875
0.006948232650756836,0.0013275146484375,0.006548166275024414
0.006621360778808594,0.0013146400451660156,0.0065686702728271484
0.015228271484375,0.0013611316680908203,0.014836311340332031
0.006655216217041016,0.0012853145599365234,0.006639957427978516
0.006795644760131836,0.0014438629150390625,0.006737947463989258
0.006715536117553711,0.0012860298156738281,0.0066373348236083984
0.015244007110595703,0.0014159679412841797,0.0064945220947265625
0.006876468658447266,0.0013279914855957031,0.00652003288269043
0.006634950637817383,0.0012857913970947266,0.006609678268432617
0.006669759750366211,0.0013513565063476562,0.008741378784179688
0.014990806579589844,0.002691030502319336,0.006501436233520508
0.015415430068969727,0.001470327377319336,0.006560802459716797
0.014698982238769531,0.0026955604553222656,0.00651860237121582
0.0065648555755615234,0.0027577877044677734,0.006576061248779297
0.006711006164550781,,
0.00672602653503418,0.002887725830078125,0.0066568851470947266
0.0067484378814697266,0.0028781890869140625,0.00664210319519043
0.006718635559082031,0.0011725425720214844,0.006634235382080078
0.006644248962402344,0.0015118122100830078,0.006595611572265625
0.008872032165527344,,
