Times CreateTxGen,Times VerifyTx,Times TxResponse
0.00953531265258789,0.001519918441772461,0.007085323333740234
0.015222311019897461,0.0027327537536621094,0.0067942142486572266
0.006955623626708984,0.0013725757598876953,0.00670313835144043
0.015261650085449219,0.0023794174194335938,0.0066127777099609375
0.0065882205963134766,0.0013911724090576172,0.0065610408782958984
0.00671076774597168,0.0012714862823486328,0.012782812118530273
0.015132904052734375,,
0.015105009078979492,0.0026035308837890625,0.006491899490356445
0.015625,,
0.015254020690917969,,
0.014971017837524414,0.0013628005981445312,0.013117313385009766
0.0066699981689453125,0.0014681816101074219,0.014898061752319336
0.015151739120483398,0.0028247833251953125,0.0065228939056396484
0.006568431854248047,0.0012850761413574219,0.014292240142822266
0.017209768295288086,0.002852201461791992,0.006483316421508789
0.006659269332885742,0.002996683120727539,0.006590127944946289
0.006670236587524414,0.001394033432006836,0.00652003288269043
0.014929533004760742,0.0023453235626220703,0.01507568359375
0.006621122360229492,0.0014564990997314453,0.006951808929443359
0.006787538528442383,0.0027654170989990234,0.016978740692138672
0.014971494674682617,0.0026772022247314453,0.006490230560302734
0.006578207015991211,0.001352548599243164,0.006548404693603516
0.01496434211730957,,
0.015201807022094727,,
0.015456199645996094,0.0013937950134277344,0.006581783294677734
0.01511693000793457,0.0027344226837158203,0.006718873977661133
0.015095710754394531,0.002724885940551758,0.0065860748291015625
0.006705284118652344,0.0013108253479003906,0.00659942626953125
0.015076398849487305,0.0028390884399414062,0.018795013427734375
0.0066986083984375,0.0012056827545166016,0.006533622741699219
0.015554189682006836,0.001367807388305664,0.014873981475830078
0.006680011749267578,0.0028705596923828125,0.015073537826538086
0.006720781326293945,0.00116729736328125,0.006532430648803711
0.006653547286987305,0.0012307167053222656,0.006697893142700195
0.014898300170898438,0.0027685165405273438,0.006822109222412109
0.015436410903930664,0.001462697982788086,0.006499528884887695
0.006736278533935547,0.0013079643249511719,0.006520509719848633
0.014960527420043945,0.0014672279357910156,0.00659489631652832
0.015224218368530273,0.0014553070068359375,0.015057563781738281
0.015181541442871094,0.0013613700866699219,0.006591796875
0.015112161636352539,0.002696990966796875,0.006788969039916992
0.006649971008300781,,
0.006622791290283203,0.002920389175415039,0.006551027297973633
0.006561756134033203,0.0014357566833496094,0.006592750549316406
0.006562709808349609,0.0014486312866210938,0.006644487380981445
0.0067272186279296875,0.0011839866638183594,0.006593942642211914
0.015065431594848633,0.0013728141784667969,0.019181489944458008
0.015179157257080078,0.002748250961303711,0.006613016128540039
0.015575885772705078,0.002489328384399414,0.006630659103393555
0.014998912811279297,0.001425027847290039,0.00651860237121582
0.00671839714050293,0.0012705326080322266,0.006599903106689453
0.007091522216796875,0.0012459754943847656,0.011592626571655273
0.00666046142578125,0.0015859603881835938,0.0066318511962890625
0.006673574447631836,0.002747774124145508,0.007039546966552734
0.006727933883666992,0.001253366470336914,0.0142364501953125
0.015137910842895508,0.0014829635620117188,0.006651639938354492
0.006613731384277344,0.0013332366943359375,0.006612062454223633
0.006614208221435547,0.0013744831085205078,0.006480693817138672
0.00664067268371582,0.0012786388397216797,0.014716148376464844
0.0066986083984375,,
0.006669044494628906,0.0013585090637207031,0.00684666633605957
0.015201330184936523,0.002766132354736328,0.014988899230957031
0.015227317810058594,0.0024411678314208984,0.014890670776367188
0.006677389144897461,0.0013613700866699219,0.006608724594116211
0.0066776275634765625,0.0011687278747558594,0.011412382125854492
0.006794929504394531,0.0013647079467773438,0.006712913513183594
0.0067708492279052734,0.0014066696166992188,0.006590604782104492
0.0067195892333984375,0.0013551712036132812,0.006524085998535156
0.015150785446166992,0.00273895263671875,0.01728653907775879
0.006672859191894531,,
0.007308483123779297,0.002881765365600586,0.006604194641113281
0.006734132766723633,,
0.007031917572021484,0.0012781620025634766,0.006612062454223633
0.015166759490966797,,
0.0067081451416015625,0.0011723041534423828,0.015034675598144531
0.015203237533569336,0.0025072097778320312,0.0066013336181640625
0.006693363189697266,0.0027322769165039062,0.0065343379974365234
0.006682395935058594,0.0013608932495117188,0.006579875946044922
0.006814718246459961,0.003332376480102539,0.014801025390625
0.01494145393371582,0.002724170684814453,0.009208202362060547
0.006654262542724609,0.0012750625610351562,0.0066339969635009766
0.01502537727355957,0.002682924270629883,0.006595611572265625
0.0066967010498046875,0.002888202667236328,0.014848709106445312
0.01496124267578125,0.0013706684112548828,0.014892816543579102
0.006650686264038086,0.0014569759368896484,0.006562232971191406
0.0069332122802734375,0.0013234615325927734,0.006605625152587891
0.00667119026184082,0.0013592243194580078,0.0066411495208740234
0.006616830825805664,0.002493619918823242,0.006785392761230469
0.006694316864013672,0.0011668205261230469,0.0065457820892333984
0.015085935592651367,0.0013592243194580078,0.01472020149230957
0.015033245086669922,0.0014429092407226562,0.006611824035644531
0.015049934387207031,,
0.006794929504394531,0.001173257827758789,0.014836788177490234
0.006722927093505859,0.0014109611511230469,0.014920234680175781
0.006674051284790039,0.0013093948364257812,0.006566524505615234
0.006630420684814453,0.0014393329620361328,0.01557612419128418
0.006695270538330078,0.0011782646179199219,0.006536722183227539
0.006656169891357422,0.001369476318359375,0.014945030212402344
0.015028238296508789,0.002695798873901367,0.00648808479309082
0.006645679473876953,0.0012826919555664062,0.006771564483642578
