Times CreateTxGen,Times VerifyTx,Times TxResponse
0.006658792495727539,"0.0012669563293457031,0.0027070045471191406","0.0065724849700927734,0.014889717102050781"
0.006714582443237305,"0.001379251480102539,0.0013496875762939453","0.006624937057495117,0.006617069244384766"
0.01920914649963379,"0.0015058517456054688,0.0012557506561279297","0.01493525505065918,0.015269756317138672"
0.01521444320678711,"0.0022182464599609375,0.0014317035675048828","0.006595611572265625,0.015074014663696289"
0.0067501068115234375,"0.0012669563293457031,0.0028619766235351562","0.0065631866455078125,0.015000104904174805"
0.006658315658569336,0.002768993377685547,0.015109062194824219
0.015280008316040039,0.0014111995697021484,0.014823198318481445
0.014961719512939453,"0.0027954578399658203,0.0026090145111083984","0.012767553329467773,0.014842987060546875"
0.015281915664672852,"0.0027730464935302734,0.0028090476989746094","0.014931440353393555,0.014924287796020508"
0.015044212341308594,"0.002950429916381836,0.0014426708221435547","0.006677865982055664,0.006791114807128906"
0.0066568851470947266,"0.001317739486694336,0.0014586448669433594","0.006540536880493164,0.006638765335083008"
0.0066874027252197266,0.0012698173522949219,0.006566524505615234
0.015242815017700195,"0.0028481483459472656,0.0024423599243164062","0.0065765380859375,0.014945507049560547"
0.006604909896850586,"0.0013272762298583984,0.0017368793487548828","0.006634235382080078,0.00670623779296875"
0.013216733932495117,"0.0025250911712646484,0.0023865699768066406","0.006640911102294922,0.006643533706665039"
0.015247106552124023,"0.0014433860778808594,0.0013337135314941406","0.006642818450927734,0.014925479888916016"
0.015312671661376953,"0.0029027462005615234,0.0013895034790039062","0.006696939468383789,0.0065038204193115234"
0.0067043304443359375,"0.001352548599243164,0.002913951873779297","0.006643772125244141,0.014892578125"
0.0067615509033203125,"0.001270294189453125,0.002752065658569336","0.006635904312133789,0.015130281448364258"
0.015196084976196289,"0.001355886459350586,0.0013556480407714844","0.006651878356933594,0.01502847671508789"
0.015200138092041016,"0.002866983413696289,0.0010571479797363281","0.015094518661499023,0.00659942626953125"
0.015009880065917969,0.002830982208251953,0.015971660614013672
0.0067141056060791016,"0.001355886459350586,0.002901315689086914","0.013448238372802734,0.006670951843261719"
0.006649017333984375,"0.0014448165893554688,0.0010628700256347656","0.015225410461425781,0.006609439849853516"
0.011994361877441406,"0.002248048782348633,0.001344442367553711","0.006783008575439453,0.00667262077331543"
0.006733417510986328,"0.0011565685272216797,0.0010600090026855469","0.006651401519775391,0.015104532241821289"
0.006721019744873047,"0.0013778209686279297,0.0026934146881103516","0.014952659606933594,0.0066432952880859375"
0.006723642349243164,"0.0029540061950683594,0.001443624496459961","0.006649971008300781,0.006677865982055664"
0.006666660308837891,"0.0027174949645996094,0.0013480186462402344","0.0065708160400390625,0.011336326599121094"
0.0067632198333740234,"0.0011649131774902344,0.0013470649719238281","0.015004396438598633,0.006690025329589844"
0.015315771102905273,"0.0015478134155273438,0.0025565624237060547","0.006570577621459961,0.015000581741333008"
0.006788730621337891,"0.0012722015380859375,0.0013499259948730469","0.006639719009399414,0.013667106628417969"
0.0066716670989990234,"0.0012645721435546875,0.0027189254760742188","0.014906167984008789,0.006669282913208008"
0.006715059280395508,0.0013887882232666016,0.011470556259155273
0.006702423095703125,"0.0014269351959228516,0.0012526512145996094","0.01503133773803711,0.006701469421386719"
0.015247106552124023,"0.0027174949645996094,0.0012238025665283203","0.0066509246826171875,0.014997005462646484"
0.006695747375488281,"0.0013546943664550781,0.0013387203216552734","0.015207290649414062,0.006640195846557617"
0.006829261779785156,0.001275777816772461,0.0066874027252197266
0.015366315841674805,"0.0027692317962646484,0.001033782958984375","0.006654500961303711,0.006554126739501953"
0.006723165512084961,"0.001157999038696289,0.0029146671295166016","0.0066738128662109375,0.01498866081237793"
