Times CreateTxGen,times_propagation_txgen,times_verifyTx_toCH,times_TxresponseCH,times_propagation_response_tx
0.00760960578918457,1.4082651138305664,"[0.0, 0.0]","[0.011584758758544922, 0.0011570453643798828]",1.3769354820251465
0.004898786544799805,1.3954811096191406,"[0.0, 0.0005066394805908203]","[0.012703180313110352, 0.0022258758544921875]",1.376479148864746
0.0035288333892822266,1.4803416728973389,"[0.0, 0.0003516674041748047]","[0.0, 0.002559661865234375]",1.47385573387146
